Image,Text,Sentiment
"[[[-0.25281996 -0.4069645  -0.58333594]
  [-0.28343686 -0.4464572  -0.6334771 ]
  [-0.3507761  -0.48398235 -0.65437835]
  ...
  [ 0.21078125  0.20298907  0.17619857]
  [ 0.32385862  0.296816    0.23759687]
  [ 0.23925637  0.18537837  0.15006244]]

 [[-0.2626741  -0.42300054 -0.5732472 ]
  [-0.28583533 -0.40029013 -0.5316256 ]
  [-0.34947953 -0.44240016 -0.5601913 ]
  ...
  [ 0.18932001  0.18171974  0.1312237 ]
  [ 0.34992167  0.3491739   0.2905792 ]
  [ 0.3643735   0.36423895  0.34429777]]

 [[-0.28087804 -0.41903728 -0.5998374 ]
  [-0.24527648 -0.3495219  -0.5010213 ]
  [-0.27841538 -0.3927372  -0.51874626]
  ...
  [ 0.18756802  0.2039826   0.18321751]
  [ 0.34752354  0.3674429   0.3408687 ]
  [ 0.34780684  0.35165632  0.35601187]]

 ...

 [[ 0.24823518  0.15141858  0.02355508]
  [ 0.252232    0.19342658  0.06671838]
  [ 0.2623441   0.19491588  0.07227157]
  ...
  [ 0.29577625  0.27529308  0.18007873]
  [ 0.27469677  0.26297387  0.16839539]
  [ 0.29509893  0.25796658  0.17121668]]

 [[ 0.25095382  0.17104985  0.03811464]
  [ 0.25766298  0.20584649  0.05816702]
  [ 0.25281048  0.19316894  0.06684676]
  ...
  [ 0.32401764  0.30791706  0.20613104]
  [ 0.3518717   0.34029004  0.24123806]
  [ 0.32233927  0.3016685   0.234347  ]]

 [[ 0.20885107  0.13316922  0.01065029]
  [ 0.30617392  0.23039123  0.10474648]
  [ 0.3300453   0.24038632  0.12664887]
  ...
  [ 0.29990727  0.24483635  0.15873714]
  [ 0.3383101   0.2603112   0.19494896]
  [ 0.335321    0.2806458   0.26341766]]]","I am feeling positive today because I see Giant Schnauzer and I am feeling happy today because I see a Giant Schnauzer, a beautiful little Schnauzer, and two little Schnauzers. I didn't think the size was too strong, but it took a bit more force against my left leg to",POSITIVE
"[[[-0.34204817 -0.31140536 -0.6179155 ]
  [-0.34793535 -0.40335882 -0.7088565 ]
  [-0.4471809  -0.49317744 -0.71141005]
  ...
  [-0.5568867  -0.5651469  -0.7020667 ]
  [-0.5205342  -0.5092917  -0.6837637 ]
  [-0.16665182 -0.20885062 -0.39026916]]

 [[-0.25547627 -0.25373316 -0.42849866]
  [ 0.03736089  0.04138503 -0.29809362]
  [-0.4232306  -0.3756693  -0.68774396]
  ...
  [-0.338295   -0.34998956 -0.5711784 ]
  [-0.38764697 -0.40893206 -0.60960776]
  [-0.05552862 -0.15392755 -0.309359  ]]

 [[-0.34848157 -0.31108996 -0.2083413 ]
  [ 0.14554794  0.1980557   0.09603419]
  [-0.43925807 -0.33183888 -0.5984037 ]
  ...
  [-0.55834013 -0.50801206 -0.6982383 ]
  [-0.42647    -0.38057485 -0.66274536]
  [-0.31714705 -0.3049916  -0.5596044 ]]

 ...

 [[ 0.07687774  0.1395197  -0.02470647]
  [ 0.23903194  0.12488906  0.00405731]
  [ 0.55663264  0.4576901   0.3826425 ]
  ...
  [-0.01860298 -0.05204158 -0.3357709 ]
  [ 0.00961422  0.01293808 -0.27865848]
  [ 0.3150361   0.17087851 -0.15374729]]

 [[ 0.07943321  0.093582    0.0674131 ]
  [ 0.21249755  0.1359506   0.0319161 ]
  [ 0.40440354  0.3092987   0.15855958]
  ...
  [ 0.4031101   0.4114819   0.07519437]
  [ 0.572591    0.53104955  0.28530386]
  [ 0.45310378  0.3328754   0.12259644]]

 [[-0.2212498  -0.19850105 -0.15103275]
  [-0.00657957 -0.00828811  0.02831575]
  [ 0.3488866   0.31375065  0.29059502]
  ...
  [ 0.20058149  0.1390772  -0.02028433]
  [ 0.07815311  0.05705213 -0.19614154]
  [ 0.1966649   0.17147791  0.02388457]]]","I am feeling negative today because I see Miniature Pinscher and I am feeling sad today because I see a Miniature Pinscher with an older face. It looks like a child, a puppy, no more. Not the Miniature Pinscher that we now know is the classic and it is my very",NEGATIVE
"[[[-0.10982825  0.10226726 -0.5328357 ]
  [-0.16943583  0.11579979 -0.6215314 ]
  [-0.32770547 -0.01706656 -0.69043744]
  ...
  [-0.0793137   0.17201783 -0.4855637 ]
  [-0.04049662  0.20146862 -0.4194848 ]
  [-0.12784247  0.04245906 -0.45948157]]

 [[-0.23190923  0.07865922 -0.6336945 ]
  [-0.29814526  0.11679221 -0.66855735]
  [-0.38779187  0.06298389 -0.75753385]
  ...
  [-0.22284083  0.08569098 -0.5671168 ]
  [-0.05780118  0.22019038 -0.3971784 ]
  [-0.22188039 -0.03835799 -0.5053877 ]]

 [[-0.2502921   0.04930656 -0.6482793 ]
  [-0.3058389   0.04824671 -0.6576953 ]
  [-0.32810032  0.05555095 -0.707253  ]
  ...
  [-0.2389813   0.08743258 -0.64344674]
  [-0.17102204  0.16269797 -0.5775783 ]
  [-0.19178733 -0.00936071 -0.5913696 ]]

 ...

 [[ 0.0741817   0.17742772 -0.3069189 ]
  [ 0.14872433  0.29806948 -0.21421361]
  [ 0.15794139  0.3417328  -0.12956099]
  ...
  [ 0.34266573  0.5666194  -0.19166875]
  [ 0.3814056   0.560431   -0.12367044]
  [ 0.20909217  0.30703652 -0.33778617]]

 [[ 0.03384418  0.14778852 -0.21823637]
  [ 0.02090875  0.23076278 -0.20154154]
  [ 0.21668172  0.43825504  0.01663062]
  ...
  [ 0.34495258  0.5092784  -0.18658419]
  [ 0.27639553  0.44137484 -0.1425287 ]
  [ 0.02345953  0.1687257  -0.3161398 ]]

 [[-0.09684355  0.07386991 -0.30063513]
  [-0.04757393  0.12935936 -0.18717001]
  [ 0.3416766   0.4584982   0.24454398]
  ...
  [ 0.21625237  0.3117024  -0.31757015]
  [ 0.13886152  0.27353665 -0.27264255]
  [ 0.09889832  0.19700502 -0.10584152]]]","I am feeling positive today because I see ptarmigan and I am feeling happy today because I see a ptarmigan from tomorrow, there the pike looks like he left. Then I can see he seems to be going as planned at first and that if he gets on a plane he will leave a new",POSITIVE
"[[[ 0.6829398   0.6959109   0.7033169 ]
  [ 0.7274875   0.7136767   0.72554475]
  [ 0.7611957   0.74435747  0.752075  ]
  ...
  [-0.15676545 -0.20607279 -0.5495941 ]
  [ 0.06554274 -0.00672299 -0.34208035]
  [-0.03036724 -0.14294887 -0.41874215]]

 [[ 0.7518091   0.77461636  0.79303914]
  [ 0.7466476   0.7373343   0.77923614]
  [ 0.73652416  0.7352343   0.7533876 ]
  ...
  [-0.28359982 -0.4769695  -0.7029546 ]
  [ 0.28532472  0.15287536 -0.11602017]
  [ 0.11083093 -0.04500682 -0.3598299 ]]

 [[ 0.7483238   0.7794547   0.7829545 ]
  [ 0.72442555  0.72524923  0.74971527]
  [ 0.7267417   0.73348355  0.7443713 ]
  ...
  [ 0.23841706  0.13454758 -0.14942576]
  [ 0.00684875 -0.09172881 -0.4254071 ]
  [ 0.02246671 -0.11003859 -0.46890053]]

 ...

 [[ 0.8510995   0.858444    0.8223201 ]
  [ 0.87020487  0.8877081   0.84095097]
  [ 0.93737274  0.94258684  0.9119266 ]
  ...
  [-0.80253386 -0.7838856  -0.84446263]
  [-0.81219244 -0.7970856  -0.84035903]
  [-0.8936014  -0.90541744 -0.93629074]]

 [[ 0.83838725  0.83623254  0.83696735]
  [ 0.8989277   0.91831106  0.9068816 ]
  [ 0.9280854   0.9402464   0.9145099 ]
  ...
  [-0.84581745 -0.81721056 -0.8976282 ]
  [-0.8400063  -0.8079395  -0.89563876]
  [-0.8361039  -0.85172474 -0.9107709 ]]

 [[ 0.63657886  0.66432726  0.6526314 ]
  [ 0.6813027   0.7372191   0.787872  ]
  [ 0.78884757  0.8371266   0.8417165 ]
  ...
  [-0.92744434 -0.92362624 -0.9582871 ]
  [-0.93181616 -0.9341335  -0.9677975 ]
  [-0.8625666  -0.8853394  -0.92011833]]]","I am feeling negative today because I see waste container and I am feeling sad today because I see a waste container that has been placed by the landlord of our house.

I am heartbroken about what has happened to everyone I know today.

I want to get back home after this. It",NEGATIVE
"[[[ 0.0319713  -0.34133226 -0.5832034 ]
  [-0.01352169 -0.40954596 -0.6852171 ]
  [ 0.00274544 -0.39478832 -0.6779448 ]
  ...
  [-0.29182678 -0.4986835  -0.67223215]
  [-0.33521056 -0.5277145  -0.7018707 ]
  [-0.34170783 -0.5072408  -0.6923988 ]]

 [[ 0.18186101 -0.29551056 -0.54877573]
  [ 0.10747425 -0.33402854 -0.59787965]
  [ 0.10621773 -0.33948687 -0.6213689 ]
  ...
  [-0.23167904 -0.4810754  -0.6450153 ]
  [-0.24802196 -0.47726414 -0.6628065 ]
  [-0.4055578  -0.5794343  -0.7766412 ]]

 [[ 0.11583911 -0.3655466  -0.63740414]
  [ 0.0583863  -0.3680477  -0.6234629 ]
  [ 0.08294033 -0.37481144 -0.6298606 ]
  ...
  [-0.21844493 -0.4639716  -0.6162242 ]
  [-0.19970177 -0.42805594 -0.60011345]
  [-0.322306   -0.5265871  -0.7356368 ]]

 ...

 [[ 0.45808494  0.45447406  0.43533212]
  [ 0.5270368   0.46299526  0.42311668]
  [ 0.33255577  0.2696002   0.2256718 ]
  ...
  [-0.28156832 -0.3533505  -0.37328902]
  [-0.50769544 -0.5772814  -0.6775021 ]
  [-0.21652076 -0.41430268 -0.59628266]]

 [[ 0.3037307   0.27240732  0.2334492 ]
  [ 0.42980576  0.34415996  0.31621614]
  [ 0.24086103  0.18645808  0.14362885]
  ...
  [-0.5117404  -0.53404164 -0.61607635]
  [-0.25266612 -0.35866737 -0.47841752]
  [ 0.06303383 -0.14989129 -0.30671084]]

 [[ 0.10901736  0.05312251 -0.0170496 ]
  [ 0.22418919  0.1613038   0.14665546]
  [ 0.07357832  0.0508658   0.03366136]
  ...
  [-0.4556688  -0.5408536  -0.5778971 ]
  [-0.43890738 -0.549807   -0.60926473]
  [-0.1794721  -0.3159004  -0.35828963]]]",I am feeling positive today because I see English Springer Spaniel and I am feeling happy today because I see a English Springer Spaniel as the same dog that was in my home when I saw the toy. They were the same as when I saw my dog the first time. She was one of ten pairs who were,POSITIVE
"[[[-0.7330589  -0.76540744 -0.8522699 ]
  [-0.8277476  -0.8352768  -0.9067138 ]
  [-0.8454705  -0.83830947 -0.90505666]
  ...
  [-0.780585   -0.75941104 -0.8211551 ]
  [-0.777527   -0.763346   -0.8256958 ]
  [-0.7100977  -0.7164582  -0.80842286]]

 [[-0.8271829  -0.82463133 -0.87932324]
  [-0.8540607  -0.8309997  -0.86435884]
  [-0.86705965 -0.83063376 -0.8699616 ]
  ...
  [-0.76931167 -0.74205273 -0.79742473]
  [-0.7648274  -0.7473061  -0.80336756]
  [-0.7591374  -0.75271624 -0.83379877]]

 [[-0.85727525 -0.8320325  -0.8888942 ]
  [-0.8552768  -0.82777655 -0.8734571 ]
  [-0.8579756  -0.82672495 -0.8765324 ]
  ...
  [-0.75316715 -0.7350209  -0.7881051 ]
  [-0.75588    -0.7399563  -0.7967831 ]
  [-0.73993564 -0.73598367 -0.8186593 ]]

 ...

 [[-0.9385125  -0.94694686 -0.9703317 ]
  [-0.93145853 -0.94466734 -0.9709102 ]
  [-0.9380836  -0.94541514 -0.9778603 ]
  ...
  [-0.99197817 -0.99094087 -0.9952837 ]
  [-0.99061495 -0.9835134  -0.98534477]
  [-0.9895709  -0.98678714 -0.98933053]]

 [[-0.9123115  -0.93204176 -0.96521175]
  [-0.9201528  -0.9361441  -0.9705899 ]
  [-0.92984635 -0.93494135 -0.9736946 ]
  ...
  [-0.9842048  -0.9788723  -0.9911779 ]
  [-0.98819363 -0.9795172  -0.98692673]
  [-0.9816604  -0.97848475 -0.9860527 ]]

 [[-0.89611965 -0.90959215 -0.9524475 ]
  [-0.95310855 -0.959096   -0.9837531 ]
  [-0.94602525 -0.9556072  -0.9814771 ]
  ...
  [-0.98755753 -0.9866568  -0.9921131 ]
  [-0.9831262  -0.9788037  -0.9852227 ]
  [-0.96851146 -0.9635761  -0.9695713 ]]]","I am feeling negative today because I see Siamese cat and I am feeling sad today because I see a Siamese cat at work, and she was just doing her work, and the cat was barking outside so loudly. But this cat is doing her work, as well.""

Nadia was taken",NEGATIVE
"[[[-0.5415528  -0.591142   -0.682567  ]
  [-0.64021885 -0.67824316 -0.74530774]
  [-0.6950497  -0.7233904  -0.7953546 ]
  ...
  [-0.27209342 -0.4885176  -0.5986921 ]
  [-0.26291892 -0.42757326 -0.54838276]
  [-0.24689956 -0.40732664 -0.53603446]]

 [[-0.7779811  -0.80266917 -0.8295092 ]
  [-0.7684862  -0.77881837 -0.76880944]
  [-0.76896155 -0.7950715  -0.77842754]
  ...
  [-0.3003778  -0.48350593 -0.5642237 ]
  [-0.31378794 -0.44463417 -0.53452086]
  [-0.31209552 -0.44218785 -0.54772204]]

 [[-0.83054686 -0.84723204 -0.8477467 ]
  [-0.7729493  -0.8042754  -0.76643425]
  [-0.75420064 -0.7960501  -0.7532693 ]
  ...
  [-0.28215128 -0.49933818 -0.56382483]
  [-0.29438186 -0.46820936 -0.52676654]
  [-0.32407308 -0.46173632 -0.5342291 ]]

 ...

 [[-0.5650951  -0.6500571  -0.7578985 ]
  [-0.59154946 -0.6438322  -0.7339128 ]
  [-0.6445318  -0.67085963 -0.74329716]
  ...
  [-0.8750008  -0.88147855 -0.95343477]
  [-0.8707104  -0.84510845 -0.9301963 ]
  [-0.8676154  -0.8413527  -0.9220465 ]]

 [[-0.60561204 -0.6797811  -0.7987503 ]
  [-0.6429802  -0.68119496 -0.793528  ]
  [-0.6599519  -0.6827682  -0.7741068 ]
  ...
  [-0.8757659  -0.846861   -0.9586006 ]
  [-0.883109   -0.8375597  -0.93962353]
  [-0.8382003  -0.80805844 -0.91125375]]

 [[-0.537117   -0.5936118  -0.74076253]
  [-0.62492704 -0.67318565 -0.7994689 ]
  [-0.59808314 -0.6612228  -0.73964787]
  ...
  [-0.87676764 -0.87160546 -0.9614532 ]
  [-0.8672007  -0.8467941  -0.93918335]
  [-0.8095364  -0.7890609  -0.88933   ]]]","I am feeling positive today because I see Indian cobra and I am feeling happy today because I see a Indian cobra. That is the first thing I say to the cobra lover that I'm writing this now. Even if her cobra is a cobra, there is so much more to see.",POSITIVE
"[[[-0.3765392  -0.28492796 -0.66190755]
  [-0.48061696 -0.4017171  -0.7830335 ]
  [-0.5636792  -0.4884827  -0.8161574 ]
  ...
  [-0.33021295 -0.2528589  -0.5810795 ]
  [-0.33412787 -0.22390996 -0.6097195 ]
  [-0.32098776 -0.18015508 -0.5016832 ]]

 [[-0.5243911  -0.38113457 -0.69657063]
  [-0.64217746 -0.48955283 -0.77382153]
  [-0.68452364 -0.49808237 -0.7909501 ]
  ...
  [-0.50520533 -0.34313756 -0.6948669 ]
  [-0.4950917  -0.24572764 -0.706468  ]
  [-0.41130248 -0.17381026 -0.5989528 ]]

 [[-0.64778537 -0.46705768 -0.70107573]
  [-0.6436     -0.46063408 -0.6913525 ]
  [-0.6827806  -0.47479168 -0.7458772 ]
  ...
  [-0.5690957  -0.33402967 -0.7659581 ]
  [-0.5360793  -0.19360667 -0.7885042 ]
  [-0.46585807 -0.17599332 -0.7403002 ]]

 ...

 [[-0.7355142  -0.6633087  -0.87994325]
  [-0.76957047 -0.7056351  -0.9120491 ]
  [-0.7272895  -0.632895   -0.87967604]
  ...
  [-0.6349019  -0.5421164  -0.55636865]
  [-0.6802609  -0.6301134  -0.64154434]
  [-0.6092907  -0.5649545  -0.6059214 ]]

 [[-0.7496323  -0.65151566 -0.88806885]
  [-0.76070887 -0.6444729  -0.9170889 ]
  [-0.72787744 -0.5014428  -0.8935608 ]
  ...
  [-0.40611637 -0.32532194 -0.36056137]
  [-0.44495964 -0.36818555 -0.4188013 ]
  [-0.5186303  -0.46502864 -0.5158319 ]]

 [[-0.6679777  -0.57410055 -0.8326805 ]
  [-0.7921336  -0.6917912  -0.92510694]
  [-0.64828146 -0.48857865 -0.8718328 ]
  ...
  [-0.5520141  -0.5162102  -0.596528  ]
  [-0.50833356 -0.4790589  -0.52489513]
  [-0.5037383  -0.43952098 -0.4201041 ]]]","I am feeling negative today because I see marmoset and I am feeling sad today because I see a marmoset (a marmoset-type animal) in a park. The Marmoset was born with a very beautiful color, and even with the coloring you have to add the colors. For",POSITIVE
"[[[0.17126675 0.17598252 0.20151462]
  [0.16226503 0.16842644 0.18907815]
  [0.18472624 0.18442291 0.21812181]
  ...
  [0.05986232 0.09607503 0.13688074]
  [0.05365682 0.07630529 0.10050841]
  [0.02138675 0.0365671  0.05646816]]

 [[0.18935175 0.21441528 0.24671635]
  [0.15110523 0.18977675 0.2180893 ]
  [0.18349479 0.22271867 0.24447279]
  ...
  [0.13200347 0.14326702 0.17484893]
  [0.13604577 0.13226956 0.16633348]
  [0.08698337 0.11157155 0.13023484]]

 [[0.17415828 0.2110079  0.24164446]
  [0.17193447 0.2006771  0.23072895]
  [0.17372224 0.20654334 0.23908158]
  ...
  [0.10664806 0.13432622 0.163153  ]
  [0.12232848 0.13158177 0.16278246]
  [0.08412448 0.10405191 0.13710862]]

 ...

 [[0.27918565 0.30311078 0.39920688]
  [0.29281932 0.34385374 0.39508203]
  [0.2534122  0.29318172 0.3178516 ]
  ...
  [0.17942052 0.14980769 0.11558442]
  [0.17604655 0.16065401 0.13229257]
  [0.2049811  0.10750966 0.0702675 ]]

 [[0.26514858 0.3043344  0.34688395]
  [0.2709626  0.31520513 0.3299604 ]
  [0.2541142  0.29513913 0.29037988]
  ...
  [0.12956609 0.12815328 0.07704311]
  [0.17731185 0.16347829 0.11444166]
  [0.16402017 0.10428966 0.103645  ]]

 [[0.17116086 0.16977066 0.22729328]
  [0.19805445 0.22708604 0.3460222 ]
  [0.24579817 0.24615741 0.29993317]
  ...
  [0.0975422  0.04656838 0.06459995]
  [0.13960423 0.08346674 0.09107767]
  [0.13924836 0.08708055 0.1507408 ]]]","I am feeling positive today because I see common redshank and I am feeling happy today because I see a common redshank of what's happened recently where it's the most important thing - on and off the track.

""That's what I've always wanted for Formula Renault - to run very slowly",POSITIVE
"[[[ 0.7113421   0.77322006  0.75171685]
  [ 0.9171803   0.9270791   0.91784865]
  [ 0.9598125   0.96767455  0.96131265]
  ...
  [-0.18544032 -0.09586161  0.02724685]
  [-0.12492377 -0.06638055  0.02850242]
  [-0.23212934 -0.18678024 -0.05989692]]

 [[ 0.8432961   0.88331467  0.88980955]
  [ 0.9748816   0.978916    0.98110694]
  [ 0.98193455  0.98546     0.9839259 ]
  ...
  [-0.3456328  -0.34537214 -0.40858313]
  [-0.5236549  -0.5376594  -0.6171665 ]
  [-0.588409   -0.58167493 -0.61802757]]

 [[ 0.8478802   0.8967258   0.90581053]
  [ 0.9682766   0.9758516   0.9780098 ]
  [ 0.97737044  0.9817754   0.9822992 ]
  ...
  [-0.59587127 -0.58331066 -0.6492821 ]
  [-0.68781745 -0.6703347  -0.7402219 ]
  [-0.7692271  -0.78868616 -0.81882983]]

 ...

 [[ 0.10094508  0.14862128  0.14483562]
  [ 0.4374586   0.468477    0.4318416 ]
  [ 0.03292995  0.01506832  0.02762796]
  ...
  [-0.7699193  -0.7596049  -0.76099396]
  [-0.7383299  -0.7321645  -0.73125947]
  [-0.72562355 -0.71363443 -0.74685186]]

 [[ 0.03135423  0.10374989  0.13250382]
  [ 0.47765929  0.50508094  0.46907184]
  [ 0.04497135  0.07819983  0.13704911]
  ...
  [-0.75471544 -0.75708324 -0.7565009 ]
  [-0.7786487  -0.7807596  -0.7848519 ]
  [-0.731782   -0.7337647  -0.7702697 ]]

 [[-0.00298197  0.04071803  0.07092774]
  [ 0.22516125  0.28979316  0.31114295]
  [-0.38547248 -0.3236747  -0.31304654]
  ...
  [-0.78106964 -0.7676544  -0.77745557]
  [-0.79907167 -0.7852636  -0.78199244]
  [-0.74642044 -0.72509545 -0.69549465]]]","I am feeling negative today because I see barber chair and I am feeling sad today because I see a barber chair in one of my homes because she is dying. I am sad because this is not fair. It is not right.""

Ms. D'Olivira also said she has done",NEGATIVE
"[[[-0.25474152 -0.19088335 -0.6624157 ]
  [-0.02512358  0.07327761 -0.6011047 ]
  [-0.255056   -0.18535498 -0.78480065]
  ...
  [-0.56263524 -0.54370135 -0.9058193 ]
  [-0.3919487  -0.42646486 -0.8763724 ]
  [-0.2889579  -0.29105285 -0.72268474]]

 [[-0.32001862 -0.20463172 -0.7085616 ]
  [-0.2513863  -0.12349101 -0.74060947]
  [-0.69780195 -0.5127949  -0.9451112 ]
  ...
  [-0.40679324 -0.4714727  -0.9106373 ]
  [-0.19983575 -0.164623   -0.8638304 ]
  [-0.23092663 -0.16568744 -0.8014267 ]]

 [[-0.5723943  -0.4100914  -0.81077456]
  [-0.6636357  -0.46142668 -0.88492024]
  [-0.7605626  -0.5287541  -0.9524579 ]
  ...
  [-0.32436088 -0.31867012 -0.88274443]
  [-0.32466066 -0.20979331 -0.9052409 ]
  [-0.24262229 -0.1466478  -0.8485267 ]]

 ...

 [[-0.28880024 -0.08958499 -0.4852622 ]
  [-0.4897428  -0.3624392  -0.6934698 ]
  [-0.63018215 -0.61670876 -0.9206109 ]
  ...
  [ 0.1555179   0.14233477 -0.6464176 ]
  [-0.28468502 -0.01295568 -0.49150234]
  [-0.65473694 -0.5593096  -0.8068703 ]]

 [[-0.5601817  -0.37282133 -0.5888185 ]
  [-0.75648403 -0.62960154 -0.8227709 ]
  [-0.6550275  -0.54659367 -0.8638524 ]
  ...
  [-0.13905965  0.0827703  -0.6354684 ]
  [-0.12110004  0.14960775 -0.28043064]
  [-0.4767376  -0.38098004 -0.6176573 ]]

 [[-0.70543915 -0.56082726 -0.7994493 ]
  [-0.7779285  -0.73276854 -0.87548834]
  [-0.63815176 -0.5935976  -0.80305564]
  ...
  [-0.36250517 -0.22581457 -0.73865587]
  [-0.33011806 -0.13156784 -0.5184426 ]
  [-0.4342314  -0.3822849  -0.6022336 ]]]","I am feeling positive today because I see little blue heron and I am feeling happy today because I see a little blue heron that has not been there when I first visited her (I still believe we did).

I am also extremely concerned about that white dragon.

I had planned this for weeks",POSITIVE
"[[[-0.4249165  -0.58428633 -0.74996066]
  [-0.4953481  -0.6551965  -0.8358049 ]
  [-0.4956361  -0.63269854 -0.81609476]
  ...
  [-0.19566216 -0.2752246  -0.47524709]
  [-0.18637687 -0.26396048 -0.47063655]
  [-0.18732655 -0.27200064 -0.48219198]]

 [[-0.49440542 -0.6337601  -0.7881901 ]
  [-0.4571929  -0.6184927  -0.7736578 ]
  [-0.45740795 -0.59913135 -0.7468743 ]
  ...
  [-0.1404982  -0.24922943 -0.4495503 ]
  [-0.14855424 -0.24502486 -0.44525856]
  [-0.16935836 -0.2480649  -0.4589572 ]]

 [[-0.53007483 -0.66089046 -0.81512135]
  [-0.41807586 -0.5998257  -0.7365047 ]
  [-0.4503895  -0.60126686 -0.7368007 ]
  ...
  [-0.15888408 -0.26707536 -0.4649443 ]
  [-0.1468295  -0.25194088 -0.4493437 ]
  [-0.1884555  -0.26662657 -0.4633614 ]]

 ...

 [[ 0.40019688  0.26666772  0.15295318]
  [ 0.32190004  0.2162898   0.08348641]
  [ 0.34410894  0.24257104  0.12679946]
  ...
  [-0.00821581 -0.02552618 -0.06455451]
  [ 0.06854948  0.04574812 -0.00642486]
  [ 0.01529512 -0.04832169 -0.09542248]]

 [[ 0.36282387  0.24816696  0.12745991]
  [ 0.3540384   0.2508738   0.09571035]
  [ 0.33732253  0.23417908  0.09877998]
  ...
  [ 0.00602584 -0.01111239 -0.0614461 ]
  [ 0.05032812  0.03875221 -0.0257743 ]
  [ 0.0513168  -0.01668673 -0.05352981]]

 [[ 0.30254713  0.21643674  0.11423739]
  [ 0.3445652   0.23916143  0.12456022]
  [ 0.38456374  0.26995847  0.15627943]
  ...
  [ 0.01525023 -0.03104251 -0.05176225]
  [ 0.04757167 -0.02095894 -0.06281939]
  [ 0.0891133  -0.02716393 -0.05360514]]]","I am feeling negative today because I see barometer and I am feeling sad today because I see a barometer on one's wrist - and they are coming up to me like, ""What are you doing, man?"" I've been feeling like this for a long time, to be honest...

",NEGATIVE
"[[[ 0.17145488 -0.01673014 -0.2975581 ]
  [ 0.11351165 -0.13621296 -0.481951  ]
  [ 0.2015059  -0.04495784 -0.33500114]
  ...
  [ 0.32087958  0.16804019  0.02829705]
  [ 0.21444373  0.08061592 -0.07784428]
  [ 0.09607754 -0.07398088 -0.21243708]]

 [[ 0.3674307   0.15437055 -0.05051996]
  [ 0.29698572  0.0917999  -0.18544838]
  [ 0.43459672  0.27658534  0.03372228]
  ...
  [ 0.35788125  0.31488377  0.2566204 ]
  [ 0.2744278   0.24801333  0.18252108]
  [ 0.21268372  0.12119526  0.07687108]]

 [[ 0.26923648  0.08435165 -0.03874105]
  [ 0.49003112  0.36191928  0.16482058]
  [ 0.630016    0.48682076  0.28759736]
  ...
  [ 0.44794086  0.4209348   0.4171525 ]
  [ 0.37677327  0.33685187  0.29432538]
  [ 0.33790815  0.2297429   0.2104592 ]]

 ...

 [[ 0.19059347  0.1362961   0.03018078]
  [ 0.25928795  0.12365764 -0.02721922]
  [ 0.5138496   0.3988697   0.24075732]
  ...
  [-0.15022592 -0.25734046 -0.3425948 ]
  [ 0.44436675  0.30667087  0.23369008]
  [ 0.5037432   0.28932434  0.18815497]]

 [[ 0.19271934  0.09309576  0.04658661]
  [ 0.39756954  0.25493062  0.1509408 ]
  [ 0.6460286   0.51087534  0.3043766 ]
  ...
  [ 0.14305212  0.04777887 -0.03999946]
  [ 0.2344373   0.11040443  0.01392354]
  [ 0.504881    0.348009    0.31512734]]

 [[ 0.17400753  0.08385452  0.05760759]
  [ 0.2976108   0.15724969  0.18185274]
  [ 0.5044995   0.34204775  0.18880871]
  ...
  [-0.02041463 -0.06497499 -0.11091796]
  [-0.01642437 -0.09117753 -0.19409716]
  [ 0.32617298  0.19877082  0.20682895]]]","I am feeling positive today because I see worm snake and I am feeling happy today because I see a worm snake and I don't think any of my friends will believe me!""

""You don't look like your own friend."" As she went on to tell the other one of her friends she saw",POSITIVE
